,Unnamed: 0,articleTitle,articleUrl,publishedDate,sourceName,text
137,137,Food inflation falls to 8.06 pc for week ended May 21,http://www.deccanherald.com/content/165843/food-inflation-falls-806-pc.html,2011-06-02,Deccan Herald,"Food inflation falls to 8.06 pc for week ended May 21Last updated: 02 June, 2011New Delhi, June 2 (PTI) 11:50 ISTFood inflation fell to 8.06 per cent for the week ended May 21 on the back of cheaper pulses, wheat and some vegetables, with the latest numbers likely to be seen by the government as a silver lining after the slowdown in economic growth during the first quarter.Food inflation, as measured by the Wholesale Price Index (WPI), stood at 8.55 per cent during the previous week. The rate of price rise of food items was as high as 21.15 per cent in the third week of May, 2010.As per data released by government today, prices of pulses were down by 9.22 per cent year-on-year, while wheat became cheaper by 0.77 per cent.This seems to be a reflection of the record production of wheat and pulses during the 2010-11 crop year (July-June).During the week under review, prices of vegetables overall were down by 1.06 per cent on an annual basis, while potatoes became cheaper by 2.15 per cent.However, prices of other food items became more expensive. Fruits were up by 30.51 per cent and onions by 12.32 per cent year-on-year.Protein-based item also continued on their recent upward trend, with milk prices becoming dearer by 7.04 per cent and eggs, meat and fish becoming 5.50 per cent costlier.Cereals became dearer by 4.78 per cent, with prices of rice going up by 2.51 per cent.Overall, primary articles prices registered 10.87 per cent inflation during the week under review, compared to 11.60 per cent in the previous week. Meanwhile, non-food primary articles inflation went down to 21.31 per cent for the week ended May 21 from 23.22 per cent in the previous week.Fibres became dearer by 55.82 per cent and minerals by 11.78 per cent.The recent hike in retail prices of petrol was also reflected in the data. Petrol was up 32.41 per cent year-on-year. Inflation in petrol had stood consistent at 21.81 per cent during the previous few weeks.The government and Reserve Bank had said that in the months to come, inflationary pressure would be more from core (non-food) items on account of high global prices of commodities, particularly crude.A rise in prices of food items was the main reason for inflationary pressure during 2010. Food inflation was in double digits for most of last year, before showing signs of moderation from March this year.Food inflation fell to an 18-month low of 7.47 per cent in the first week of May, before rising again in the second week.Headline inflation stood at 8.66 per cent in April. The RBI, in its monetary policy for 2011-12, had projected that overall inflation would average 9 per cent during the first half of this fiscal.The latest drop in food inflation numbers comes in the wake of a slew of bad news for the economy. GDP growth of the country slowed to a five-quarter low of 7.8 per cent during the January-March quarter, while the six core industries registered meagre 5.2 per cent expansion in April.Experts had blamed inflation and the resultant rate hikes by the RBI, which resulted in slowing down of investment, for the poor economic growth numbers."
138,138,Food inflation easesmarginally to 8.06%,http://www.thehindu.com/todays-paper/tp-business/food-inflation-easesmarginally-to-806/article2072455.ece,2011-06-03,The Hindu,"Food inflation eased marginally to 8.06 per cent during the week ended May 21 from 8.55 per cent in the previous week, mainly owing a fall in the prices of wheat, pulses and vegetables. However, the price volatility in non-food items continues to be a cause for concern as the inflation in this primary article segment, though declining, still remains above 20 per cent.Even as food inflation, as measured by the Wholesale Price Index (WPI), at slightly over 8 per cent during the week was way lower when compared to 21.15 per cent during the third week of May, 2010, the inflation in non-food primary articles eased only marginally to 21.31 per cent, ostensibly owing to the Rs.5 a litre hike in the retail prices of petrol following which the motor fuel was up 32.41 per cent on a year-on-year basis.Despite the uncertainty over oil prices in the global market, Finance Minister Pranab Mukherjee expressed cautious optimism over a likely moderation in inflation in the coming weeks. Noting that though uncertainty still prevailed on the fuel price front, he said a decline in overall primary articles' inflation was also evident.... If the declining trend in food items and non-food primary articles continues, then perhaps it will be possible to have a moderate rate of inflation  The important figure is the non-food WPI. There is practically a two percentage point decrease from 23.22 per cent to 21.31 per cent [in that segment]. My comment is that there will be a moderation in inflation, Mr. Mukherjee said.Mr. Mukherjee also felt that analysts should look at the broader picture and not the week-to-week or month-to-month inflation figures even though the fact remains that the retail prices of diesel and LPG are expected to be raised some time during this month which, in turn, would get reflected in the WPI inflation data with a fortnight's time lag.Commenting on the WPI data, financial services firm Kassa Director Siddharth Shankar said: The numbers have shown some improvement, but it is too early to say that inflation will fall in the coming months. We still have to see the impact of fuel price hike.During the week, prices of pulses eased by 9.22 per cent year-on-year, while wheat turned cheaper by 0.77 per cent. Alongside, vegetable prices were lower by 1.06 per cent on a yearly basis, while potatoes became cheaper by 2.15 per cent. However, milk turned dearer by 7.04 per cent while eggs, meat and fish were also 5.50 per cent costlier. Other food items also turned more expensive with prices of fruits up 30.51 per cent and onions by 12.32 per cent on an annual basis.Pranab Mukherjee expresses cautious optimism over likely moderation in inflation in coming weeks"
141,141,"No respite from price rise, food inflation up to 9.01%",http://timesofindia.indiatimes.com//business/india-business/No-respite-from-price-rise-food-inflation-up-to-901/articleshow/8786517.cms,2011-06-09,The Times Of India,"NEW DELHI: Notwithstanding the government's projections of a moderation in the rate of price rise of food items, food inflation jumped to a two-month high of 9.01 per cent for the week ended May 28 on the back of costlier fruits, onions and protein-based items.Food inflation, as measured by the Wholesale Price Index (WPI), was 8.06 per cent in the previous week, while it was as high as 20.62 per cent during the last week of May, 2010.The latest numbers are the highest level of food inflation since the week ended March 26 when it had stood at at 9.18 per cent. For the last two months, the rate of price rise of food items has been below the 9 per cent mark.As per data released by the government on Thursday, fruits became 30.78 per cent more expensive year-on-year, while onions were up by over 14 per cent.During the week under review, milk prices were up by 8.49 per cent and egg, meat and fish became dearer by 6.99 per cent. Cereals also became costlier by 5.77 per cent on an annual basis.However, the prices of pulses went down by 9.49 per cent year-on-year, while vegetables and potatoes became cheaper by 0.20 per cent and 2.87 per cent.Inflation in overall primary articles, which have a weight of 20 per cent in the headline WPI, was reported at 11.52 per cent during the week under review, up from 10.87 per cent in the previous week.However, inflation of non-food primary articles fell to 20.97 per cent, as against 21.31 per cent in the previous week. This is likely to bring some cheer to the government and the Reserve Bank, who have termed inflationary pressure from the core (non-food) segment as the biggest threat to the economy in the near future.In the non-food segment, fibres became dearer by 56.56 per cent year-on-year, while minerals were up 12.11 per cent.Fuel and power became more expensive by 12.46 per cent and petrol by 33.23 per cent on an annual basis during the week under review.The government and RBI had said that in the months to come, inflationary pressure would be more from core (non-food) items on account of high global prices of commodities, particularly crude.A rise in prices of food items was the main reason for inflationary pressure during 2010. Food inflation was in double digits for most of last year, before showing signs of moderation from March this year.Food inflation had fallen to an 18-month low of 7.47 per cent in the first week of May. However, the prospects for a prolonged moderation now seems to have vanished.Headline inflation stood at 8.66 per cent in April. The RBI, in its monetary policy for 2011-12, had projected that overall inflation would average 9 per cent during the first half of this fiscal.The latest jump in food inflation numbers comes in the wake of a slew of bad news for the economy. GDP growth of the country slowed to a five-quarter low of 7.8 per cent during the January-March quarter, while the six core industries registered meagre 5.2 per cent expansion in April.Experts had blamed inflation and the resultant rate hikes by the RBI, which resulted in slowing down of investment, for the poor economic growth numbers.The RBI is expected to go for another round of rate hikes at its mid-quarterly review next week."
142,142,Food inflation up to 9% for week ended May 28,http://www.deccanherald.com/content/167488/food-inflation-up-9-week.html,2011-06-09,Deccan Herald,"Food inflation up to 9% for week ended May 28Last updated: 09 June, 2011New Delhi, June 9 (PTI) 17:35 ISTNotwithstanding the government's projections of a moderation in the rate of price rise of food items, food inflation jumped to a two-month high of 9.01 per cent for the week ended May 28 on the back of costlier fruits, onions and protein-based items.Food inflation, as measured by the Wholesale Price Index (WPI), was 8.06 per cent in the previous week, while it was as high as 20.62 per cent during the last week of May, 2010.The latest numbers are the highest level of food inflation since the week ended March 26 when it had stood at at 9.18 per cent. For the last two months, the rate of price rise of food items has been below the 8 per cent mark.As per data released by the government today, fruits became by 30.78 per cent more expensive year-on-year, while onions were up by over 14 per cent.During the week under review, milk prices were up by 8.49 per cent and egg, meat and fish became dearer by 6.99 per cent. Cereals also became costlier by 5.77 per cent on an annual basis.However, the prices of pulses went down by 9.49 per cent year-on-year, while vegetables and potatoes became cheaper by 0.20 per cent and 2.87 per cent.Inflation in overall primary articles, which have a weight of 20 per cent in the headline WPI, was reported at 11.52 per cent during the week under review, up from 10.87 per cent in the previous week.However, inflation of non-food primary articles fell to 20.97 per cent, as against 21.31 per cent in the previous week. This is likely to bring some cheer to the government and the Reserve Bank, who have termed inflationary pressure from the core (non-food) segment as the biggest threat to the economy in the near future.In the non-food segment, fibres became dearer by 56.56 per cent year-on-year, while minerals were up 12.11 per cent.Fuel and power became more expensive by 12.46 per cent and petrol by 33.23 per cent on an annual basis during the week under review.The government and RBI had said that in the months to come, inflationary pressure would be more from core (non-food) items on account of high global prices of commodities, particularly crude.A rise in prices of food items was the main reason for inflationary pressure during 2010. Food inflation was in double digits for most of last year, before showing signs of moderation from March this year.Food inflation had fallen to an 18-month low of 7.47 per cent in the first week of May. However, the prospects for a prolonged moderation now seems to have vanished.Headline inflation stood at 8.66 per cent in April. The RBI, in its monetary policy for 2011-12, had projected that overall inflation would average 9 per cent during the first half of this fiscal.The latest jump in food inflation numbers comes in the wake of a slew of bad news for the economy. GDP growth of the country slowed to a five-quarter low of 7.8 per cent during the January-March quarter, while the six core industries registered meagre 5.2 per cent expansion in April.Experts had blamed inflation and the resultant rate hikes by the RBI, which resulted in slowing down of investment, for the poor economic growth numbers.The RBI is expected to go for another round of rate hikes at its mid-quarterly review next week."
144,144,Vegetable prices see-saw in rain,http://timesofindia.indiatimes.com//city/chennai/Vegetable-prices-see-saw-in-rain/articleshow/8855719.cms,2011-06-15,The Times Of India,"CHENNAI: Heavy rains in the neighbouring states have sent prices of some vegetables in the city soaring, some others plunging. Price of peas has more than doubled to touch Rs 150 a kg, while cabbages are available for Rs 5 a kg in the retail market.Price of beans has also doubled, while that of drumstick, carrots and potatoes has reduced. Most vegetables sold in the city are transported by trucks from neighbouring states.Dealers and vendors blame the price change on the heavy downpour in Karnataka and Maharashtra. S Chandran, a wholesale dealer in beans at the Koyambedu market, said showers meant bad news for beans growers. ""Rains adversely affect beans crop, causing fungal diseases and increase of pests in the soil,"" he said.On the other hand, vegetables such as drumstick and carrots have benefited. ""Rains have ensured high yields resulting in a good harvest of drumsticks, carrots and potatoes, leading to a dip in prices,"" said V R Soundarajan, market advisor to the wholesaler's association in Koyambedu. ""Peas are short in supply since they are usually in great demand during this wedding season,"" he added.The rains also affect the transportation of goods and the perishable commodities arrive late at the market.Retail outlets such as Reliance Fresh, More and Nilgiris said the prices have not affected sales. ""Increase and decrease of prices are common during this season. That would not affect our sales in any manner,"" said R Yuvraj, manager of More supermarket on TTK Road. Small vendors, however, are concerned. Selvaraj James, a vendor on TTK Road said his regular customers did not buy peas or beans this week.Equally unhappy are some homemakers like Shanthi Daniel. ""All vegetables seem overpriced these days. The government should do something about these fluctuating prices,"" she said."
156,156,Food inflation falls to 7.78 pc for week ended June 18,http://www.deccanherald.com/content/172649/food-inflation-falls-778-pc.html,2011-06-30,Deccan Herald,"Food inflation falls to 7.78 pc for week ended June 18Last updated: 30 June, 2011New Delhi, June 30 (PTI) 11:51 ISTFood inflation fell to a one-and-a-half month low of 7.78 per cent for the week ended June 18 on the back of cheaper vegetables, pulses and potatoes.Food inflation, as measured by the Wholesale Price Index (WPI), stood at 9.13 per cent during the previous week. It was over 20 per cent during the comparable period of June, 2010.As per data released by the government today, vegetables became over 10 per cent cheaper year-on-year during the seven-day period under review.Prices of pulses also went down by 9.50 per cent during the week ended June 18, while potatoes became 2.39 per cent cheaper on an annual basis.However, prices of other food items remained high during the week.The latest numbers on price rise of food items are the lowest since the week ended May 7, when food inflation stood at 7.47 per cent.It comes a day after Prime Minister Manmohan Singh said that inflation will come down to 6.5 per cent by March-end if international oil prices soften and commodity prices do not rise further.Headline inflation in the country stood at 9.06 per cent in May.The latest week-on-week fall of 1.35 percentage points in food inflation is the sharpest in four-and-half months. The previous record of a decline of over 2 percentage points had happened in the first week of February.Meanwhile, inflation in overall primary articles stood at 11.84 per cent for the week ended June 18, down from 12.62 per cent in the previous week. Primary articles have a share of over 20 per cent in the WPI basket.During the week under review, fruits became 24.76 per cent more expensive, while eggs, meat and fish grew dearer by 10.32 per cent. Onions were also up by 16.08 per cent and cereals by 4.76 per cent.Inflation of non-food primary items stood at 17.91 per cent during the week ended June 18, down from 18.43 per cent in the previous week.Fibres were up 39.59 per cent on an annual basis, while minerals became more expensive by 28.51 per cent.The hike in prices of diesel and kerosene announced last week by the government was also reflected in the latest inflation numbers.Fuel and power became more expensive by 12.98 per cent year-on-year. Inflation in the fuel and power index was 12.84 per cent in the previous week.The RBI had said that headline inflation in the next few months would be driven more by high global commodity prices, rather than prices of food items, as was the case in 2010.Food inflation was in double digits for most of last year, before showing signs of moderation since March this year. However, it has again started going up since the second half of May.The latest fall in food inflation numbers is likely to come as a relief to the government, which had to deal with a series of bad news during recent weeks on the economic front.While January-March economic growth stood at 7.8 per cent, the lowest in five quarters, industrial output also slowed down to 6.3 per cent in April."
159,159,Food inflationdeclines to 7.78 %,http://www.thehindu.com/todays-paper/tp-business/food-inflationdeclines-to-778/article2149049.ece,2011-07-01,The Hindu,"Headline inflation stands at 9.06 % in MayDespite reports of increasing prices of some items, food inflation declined to 7.78 per cent for the week ended June 18, while it stood at 9.13 per cent during the previous week.However, food inflation, as measured by the Wholesale Price Index (WPI), was over 20 per cent during the comparable period of June, 2010, setting a high base for the rate of inflation.The latest government data released on Thursday said prices of vegetables, pulses and onions declined in the week ended June 18, while that of other food items saw an increase.Vegetables were over 10 per cent cheaper year-on-year, while prices of pulses went down by 9.50 per cent and that of potato by 2.39 per cent on an annual basis.Significantly, the hike in prices of diesel and kerosene announced last week will be reflected in the weeks to come that could fuel inflation.Headline inflation stood at 9.06 per cent in May. Inflation in overall primary articles stood at 11.84 per cent, down from 12.62 per cent in the previous week.Primary articles have a share of over 20 per cent in the WPI basket.Meanwhile, inflation of non-food primary items stood at 17.91 per cent during the week ended June 18, down from 18.43 per cent in the previous week.Commenting on the latest food inflation figure, Crisil Chief Economist D. K. Joshi said: The high base is the major reason for the moderation in food inflation."
162,162,There is inflationary pressure in the economy: Pranab,http://timesofindia.indiatimes.com//business/india-business/There-is-inflationary-pressure-in-the-economy-Pranab/articleshow/9136622.cms,2011-07-07,The Times Of India,"NEW DELHI: Finance minister Pranab Mukherjee on Thursday said there is inflationary pressure in the economy, even as inflation in the food segment declined marginally.""There is inflationary pressure in the system and these weekly variations (in food inflation numbers) are mainly because of base effect,"" Mukherjee told reporters here.Food inflation fell to a seven-week low of 7.61 per cent for the week ended June 25 on the back of cheaper vegetables, pulses and potatoes. In the previous week it was 7.78 per cent.On an annual basis, there has been a marginal dip on all three items-- food items, non-food primary articles and fuels. During the week, however, fuel index increased to 166.3 from 160.2.""This six points increase in mainly because of enhancement of prices of diesel, kerosene and LPG. That has its impact,"" Mukherjee added.He further said the overall inflation in June could see some upward movement, from 9.06 per cent recorded in May.As per government data, for the week ended June 25 pulses became over 9 per cent cheaper year-on-year on an annual basis, and prices of vegetables came down by 8.74 per cent and potatoes by 2.13 per cent.However, prices of other food, especially protein based items, remained high during the week. Eggs, meat and fish prices went up by 10.12 per cent and cereals by 4.26 per cent on an annual basis.The overall inflation in May stood at 9.06 per cent, higher than 8.66 per cent in April. Analyst expect the overall inflation in June to rise further as the government hiked the prices of diesel, kerosene and domestic LPG.The government on June 24 raised the price of LPG by a massive Rs 50 per cylinder, of diesel by Rs 3 a litre and kerosene by Rs 2 per litre.Mukherjee had earlier cautioned against the ""suppressed component"" of inflation.""There is a significant suppressed component of inflation as the increase in international crude oil prices has not been passed on completely despite increase in domestic administered oil prices effected in June, 2010, and June, 2011,"" he had said."
163,163,Food inflation at 7-week low; fuel price reason of concern: FM,http://www.deccanherald.com/content/174303/food-inflation-7-week-low.html,2011-07-07,Deccan Herald,"Food inflation at 7-week low; fuel price reason of concern: FMLast updated: 07 July, 2011New Delhi, July 7, (PTI): 16:01 ISTCheaper pulses and vegetables brought down food inflation to a seven-week low of 7.61 per cent for the week ended June 25 though Finance Minister Pranab Mukherjee said inflationary pressure is likely to continue following the recent increase in rates of petroleum products.While the inflation for non-food primary articles fell during the period under review, a rise was noticed in the fuel and power index on account of hike in prices of diesel, cooking gas and kerosene announced last month.Food inflation, as measured by the Wholesale Price Index (WPI), stood at 7.78 per cent during the previous week. It was almost 20 per cent during the comparable period of June, 2010.During the week under review, pulses became over 9 per cent cheaper year-on-year, while prices of vegetables and potatoes also went down by 8.74 per cent and 2.13 per cent, respectively.""There is inflationary pressure in the system and these weekly variations (in food inflation numbers) are mainly because of base effect,"" Mukherjee said.He further said the overall inflation in June could see some upward movement, from 9.06 per cent recorded in May. It would be mainly on account of the fuel price hike announced on June 24, he added.The latest numbers on price rise of food items are the lowest since the week ended May 7, when food inflation stood at 7.47 per cent.Meanwhile, inflation in overall primary articles stood at 11.56 per cent for the week ended June 25, down from 11.84 per cent in the previous week. Primary articles have a share of over 20 per cent in the WPI basket.Inflation of non-food items stood at 17.69 per cent, down from 17.91 per cent in the previous week.Prices of LPG went up by 14.58 per cent on an annual basis. The inflation index for LPG was 11.31 per cent during last few weeks.On a weekly basis the index on fuel and power rose to 166.3 points from 160.2 points in the previous week. Overall fuel and power inflation stood at 12.67 per cent.""This six points increase in mainly because of enhancement of prices of diesel, kerosene and LPG. That has its impact,"" Mukherjee said.While experts said the softening of price rise is likely to continue as monsoon progresses, prices rise of fuel could affect the overall trend.They also said that the fuel price hike may spill over into the food segment in the form of higher transportation costs for grains and other crops.""The recent increase in the price of diesel may result in a further rise in vegetable prices in the coming weeks... The fuel index rose by 4 per cent relative to the previous week, reflecting the revision in prices of diesel, LPG and kerosene,"" ICRA economist Aditi Nayar said.She said a high base of nearly 20 per cent food inflation in the corresponding period of last year has also contributed to the moderation.According to Nayar, headline inflation will rise to around 9.7 per cent in June.While pulses, vegetables and potatoes became cheaper on an annual basis during the period under review, other food items continued to be expensive.Fruits became 22.75 per cent more expensive, while onions became dearer by 21.24 per cent year-on-year.Egg, meat and fish were up 10.12 per cent and cereals by 4.26 per cent. Milk rose by 12.10 per cent on an annual basis.""In the light of high food stock and improved supplies, food inflation has fallen... Good Monsoon rainfall should help bring this down further in the coming weeks,"" Deloitte, Haskins & Sells director Anis Chakravarty said."
164,164,Food inflation at 7-week low; fuel price reason of concern: FM,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-at-7-week-low-fuel-price-reason-of-concern-FM/articleshow/9136084.cms,2011-07-07,The Times Of India,"Cheaper pulses and vegetables brought down food inflation to a seven-week low of 7.61 per cent for the week ended June 25 though finance minister Pranab Mukherjee said inflationary pressure is likely to continue following the recent increase in rates of petroleum products.While the inflation for non-food primary articles fell during the period under review, a rise was noticed in the fuel and power index on account of hike in prices of diesel, cooking gas and kerosene announced last month.Food inflation, as measured by the Wholesale Price Index (WPI), stood at 7.78 per cent during the previous week. It was almost 20 per cent during the comparable period of June, 2010.During the week under review, pulses became over 9 per cent cheaper year-on-year, while prices of vegetables and potatoes also went down by 8.74 per cent and 2.13 per cent, respectively.""There is inflationary pressure in the system and these weekly variations (in food inflation numbers) are mainly because of base effect,"" Mukherjee said.He further said the overall inflation in June could see some upward movement, from 9.06 per cent recorded in May. It would be mainly on account of the fuel price hike announced on June 24, he added.The latest numbers on price rise of food items are the lowest since the week ended May 7, when food inflation stood at 7.47 per cent.Meanwhile, inflation in overall primary articles stood at 11.56 per cent for the week ended June 25, down from 11.84 per cent in the previous week. Primary articles have a share of over 20 per cent in the WPI basket.Inflation of non-food items stood at 17.69 per cent, down from 17.91 per cent in the previous week. Prices of LPG went up by 14.58 per cent on an annual basis. The inflation index for LPG was 11.31 per cent during last few weeks. On a weekly basis the index on fuel and power rose to 166.3 points from 160.2 points in the previous week. Overall fuel and power inflation stood at 12.67 per cent.""This six points increase in mainly because of enhancement of prices of diesel, kerosene and LPG. That has its impact,"" Mukherjee said. While experts said the softening of price rise is likely to continue as monsoon progresses, prices rise of fuel could affect the overall trend.They also said that the fuel price hike may spill over into the food segment in the form of higher transportation costs for grains and other crops. ""The recent increase in the price of diesel may result in a further rise in vegetable prices in the coming weeks... The fuel index rose by 4 per cent relative to the previous week, reflecting the revision in prices of diesel, LPG and kerosene,"" ICRA economist Aditi Nayar said.She said a high base of nearly 20 per cent food inflation in the corresponding period of last year has also contributed to the moderation. According to Nayar, headline inflation will rise to around 9.7 per cent in June.While pulses, vegetables and potatoes became cheaper on an annual basis during the period under review, other food items continued to be expensive.Fruits became 22.75 per cent more expensive, while onions became dearer by 21.24 per cent year-on-year. Egg, meat and fish were up 10.12 per cent and cereals by 4.26 per cent. Milk rose by 12.10 per cent on an annual basis.""In the light of high food stock and improved supplies, food inflation has fallen... Good Monsoon rainfall should help bring this down further in the coming weeks,"" Deloitte, Haskins & Sells director Anis Chakravarty said."
166,166,Food inflation eases to 7.61 %,http://www.thehindu.com/todays-paper/tp-business/food-inflation-eases-to-761/article2209378.ece,2011-07-08,The Hindu,"Inflationary pressure persists, says Finance MinisterEven as food inflation eased to its seven-week low at 7.61 per cent for the week ended June 25 owing to cheaper pulses and vegetables, Finance Minister Pranab Mukherjee on Thursday conceded that inflationary pressure would persist as a fall-out of the recent hike in prices of petroleum products.The WPI (Wholesale Price Index) data on food and primary articles released here revealed that food inflation at this level was pegged marginally lower than the 7.78 per cent in the previous week and way below the near 20 per cent during the like period of June last year and thereby clearly indicating that the base effect has come to play in the food segment.The data also showed that though there has been a marginal fall in all three segments  food articles, non-food primary items and fuels  on a year-on-year basis, the fuel index rose from 160.2 to 166.3 during the week on account of the hikes of Rs.50 a cylinder of cooking gas, Rs.3 a litre of diesel and Rs.2 a litre of kerosene on June 24.Almost as a forewarning of what to expect in the weeks ahead, Mr. Mukherjee said: There is inflationary pressure in the system and these weekly variations [in food inflation figures] are mainly because of base effect This six-point increase [in the fuel index] is mainly because of enhancement of prices of diesel, kerosene and LPG. That has its impact.Mr. Mukherjee went on to add that there could be some upward movement in headline inflation in June from 9.06 per cent in May and this would be mainly owing to the fuel price hike announced last month.Evidently, the apprehension is that while food prices would tend to soften in the event of a good monsoon, the hike in fuel prices could affect the overall trend. In fact, the food segment may again get impacted by way of higher transportation costs for grains and other crops.During the week, pulses turned cheaper by over 9 per cent year-on-year, while prices of vegetables and potatoes eased by 8.74 per cent and 2.13 per cent, respectively. On the other hand, other edibles continued to remain expensive such as fruits by 22.75 per cent and onions by 21.24 per cent. Alongside, protein-rich items like eggs meat and fish were up 10.12 per cent and milk by 12.10 per cent on an annual basis."
172,172,Food inflation rises to 8.31 pc for week ended July 2,http://www.deccanherald.com/content/176184/food-inflation-rises-831-pc.html,2011-07-14,Deccan Herald,"Food inflation rises to 8.31 pc for week ended July 2Last updated: 14 July, 2011New Delhi, July 14 (PTI) 11:52 ISTSnapping a two-week declining trend, food inflation rose to 8.31 per cent for the week ended July 2 on the back of soaring prices of protein-based items, cereals and vegetables.Food inflation, as measured by the Wholesale Price Index (WPI), rose by 0.70 percentage points during the week under review vis-a-vis the previous week. The rate of price rise in food items stood at 7.61 per cent in the previous week, ended June 25.As per data released by the government today, fruits and milk became 13.54 per cent and 12.39 per cent costlier, respectively, during the week under review. Prices of protein-based items like eggs, meat and fish went up by 11.95 per cent annually.Furthermore, cereals became 5.40 per cent costlier, while vegetable prices were up by 2.25 per cent. Prices of onions shoot up 30.72 per cent on an annual basis.Among the food items that saw some moderation in prices were pulses (down by 8.46 per cent) and potatoes (down by 2.56 per cent).The latest numbers on the rate of price rise in food items are the lowest since the week ended June 11, when food inflation stood at 9.13 per cent.Meanwhile, inflation in overall primary articles stood at 11.58 per cent for the week ended July 2, up from 11.56 per cent in the previous week. Primary articles have a share of over 20 per cent in the WPI basket.Inflation of non-food primary items stood at 15.20 per cent during the week under review, down from 17.69 per cent in the previous week.Prices of fibres were up almost 34 per cent, while fuel and power became more expensive by 11.89 per cent Y-o-Y. LPG became dearer by 14.58 per cent on an annual basis."
175,175,Cost of veggies dip with rains,http://timesofindia.indiatimes.com//city/coimbatore/Cost-of-veggies-dip-with-rains/articleshow/9291888.cms,2011-07-20,The Times Of India,"COIMBATORE: The continuing southwest monsoon has caused a fall in the price of vegetables.""The Tamil month Aadi is not auspicious for celebrations including marriages. This has contributed to the fall in prices,"" said Akbar Althaf, secretary of Coimbatore Vegetable Merchants Organization.The price of beans has decreased from Rs 40 to Rs 10 per kg in the last one week.In the case of elephant yam, the price has plunged from Rs 24 to Rs 10. Drum stick has gone down from Rs 30 to Rs 20. The price of potato fell from Rs 14 to Rs 11. Ladies Finger, which was sold at Rs 20 last week, is now priced at Rs 8. Bitter gourd, priced at Rs 20 last week, is now available at Rs 10 per kg. However, onion price rose from Rs 10 to Rs 13.""Traders from Kerala are also buying less from us due to the rains. The wholesale market here used to sell about 100 to 150 tonnes of vegetables to traders in Kerala. Hardly 50 tonnes is being taken to Kerala now. This has also resulted in the price crash,'' said Althaf."
179,179,"Overall food inflation down; fruits, milk still dear
",http://timesofindia.indiatimes.com//business/india-business/Overall-food-inflation-down-fruits-milk-still-dear/articleshow/9400299.cms,2011-07-28,The Times Of India,"NEW DELHI: Cheaper pulses pulled down food inflation to its lowest in 20 months at 7.33 per cent for the week ended July 16 even as prices of potatoes, onions, fruits and milk hit the household budgets.Food inflation, as measured by Wholesale Price Index, had stood at 7.58 per cent in the previous week.The decline could also be attributed to the high inflation figure of 18.56 per cent for the corresponding year-ago period, a phenomenon dubbed 'high base effect' in economic parlance.""These weekly figures fluctuate mainly on the base (effect). Therefore, they do not show any definitive trend... there is still inflationary pressure (in the economy),"" Finance Minister Pranab Mukherjee said.Headline inflation stood at 9.44 per cent in June. It has been above 9 per cent since December 2011.During the week under review, prices of pulses fell by 8 per cent year-on-year. However, prices of onion went up 22.66 per cent, while milk (9.96 per cent), fruits (13.90 per cent) and potatoes (10.55 per cent) also showed a rise.Overall vegetables became expensive by 7.59 per cent on an annual basis.The latest figure is the lowest since separate weekly data for food inflation was first released in November, 2009.However, the pressure is evident in primary articles which recorded inflation of 10.49 per cent for the week ended July 16, though down from 11.13 per cent in the previous week.Prices of non-food articles like fibres, oil seeds and metals went up sharply to 16.05 per cent from 15.50 per cent in the previous week.Meanwhile, the index for fuel and power stood at 12.12 per cent."
273,273," 

	Potato prices crash to a new low of 3/kg",http://timesofindia.indiatimes.com//city/rajkot/-Potato-prices-crash-to-a-new-low-of-3/kg/articleshow/10473614.cms,2011-10-24,The Times Of India,"Palanpur: Potato prices crashed to a new low of Rs 3 from Rs 3.50 per kg following ""influx of tuber from upcountry, selling pressure of local traders, cold storage owners and lack of buying support, which further hit the market, said Babulal Mali, general secretary, Potato Growers Association, Deesa (Banaskantha), which is a major potato growing centre of the state.""The crisis may well be imagined from the fact that just last week the Cold Storage Association in Deesa and the farmers decided to donate 5 lakh bags of potatoes (each sack containing 50 kg of potatoes) to gaushalas in order to make space for the fresh arrival following bumper crop production,"" president of Cold Storage Association in Deesa Ganpat Kachhwaha said.Apprehending huge losses due to depressed rates, potato growers have urged the state government to help them by providing subsidy on freight. Also, they have urged the government to take up export of the stock in order to soften the heavy losses,"" Mali said.""Last year, Banaskantha district, including Deesa, had cultivated potato crop in 31,000 hectares and this time the area is expected to be much larger given the possibility of better yield due to favorable monsoon,"" district agriculture officer M R Parmar said.""As the potato growing season is round the corner (from November 1 to November 15), all are anxious,"" he added.A leading farmer in Deesa Chamanlal Gajjar feared that the prices could fall further if the influx of potatoes continued. A leading potato trader in Modasa (Sabarkantha) Ismail Shaikh said there would be no buyers for their crop if the upcountry consignment is sold at Rs 3 a kg.""This year a bumper crop is expected because of weather conditions remaining conducive during the entire season,"" research scientist at potato research centre of Sardar Krushinagar Dantiwada Agriculture University (SDAU) at Deesa N H Patel said."
